head,type,value,tail_pos,tail_neg
190,1,6,211,440
98,1,6,286,742
98,3,271,729,117
480,1,1,530,807
480,2,186,479,1054
498,1,6,9,225
498,2,385,530,1394
498,3,861,483,1244
382,1,2,81,909
382,3,911,302,1448
151,1,2,168,1417
708,1,6,179,181
736,1,6,465,290
736,2,406,527,681
663,1,6,708,380
663,3,562,474,468
194,1,2,709,697
194,2,190,435,568
194,3,294,81,532
518,1,6,22,408
518,2,83,81,27
518,3,45,699,860
614,1,6,652,586
465,1,6,566,330
465,3,316,318,1616
1449,1,6,684,1013
199,1,6,215,1480
684,1,5,518,1316
684,2,56,515,438
684,3,598,177,1326
530,1,1,515,1457
530,2,385,498,1319
197,1,6,750,1593
197,3,650,435,686
81,1,12,132,1049
81,2,82,238,741
81,3,294,956,907
174,1,1,172,521
174,2,84,423,857
174,3,193,50,928
654,1,6,587,1155
654,3,659,200,1134
185,1,7,480,424
185,2,186,480,1374
238,1,2,114,1355
238,2,83,100,1283
238,3,17,582,326
71,1,6,28,33
71,3,264,651,893
177,1,19,97,6
177,3,598,684,565
753,1,6,582,1165
79,1,6,60,1321
79,3,193,172,1608
200,1,6,98,1014
200,2,150,179,501
200,3,659,654,313
435,1,6,425,562
435,2,190,194,292
435,3,650,197,1121
419,1,12,168,1031
215,1,6,684,380
215,3,346,97,968
425,1,6,71,1314
425,2,11,9,511
425,3,188,81,454
433,1,2,425,1217
433,3,712,699,797
699,1,6,708,868
699,3,45,518,1634
132,1,12,181,1428
527,1,6,272,1164
527,2,406,736,74
527,3,316,318,352
228,1,3,79,1233
529,1,2,114,1090
729,1,6,79,1531
729,3,271,98,1070
587,1,6,179,1452
95,1,2,1101,541
9,1,5,427,545
9,2,11,425,790
69,1,6,313,926
69,2,68,258,634
69,3,0,1,854
186,1,2,69,1064
512,1,8,709,1492
463,1,6,425,177
1116,1,8,708,1286
664,1,6,28,189
28,1,6,462,448
28,3,0,69,333
135,1,1,174,38
135,2,150,200,1588
168,1,1,97,1389
168,2,9,7,1215
168,3,540,154,1176
1101,1,7,134,1000
1101,3,38,315,272
211,1,6,1101,608
79,1,6,778,719
79,3,193,50,1630
83,1,8,1439,1389
83,2,85,418,417
216,1,6,378,1181
216,3,194,50,890
480,1,7,443,21
480,2,186,479,169
378,1,2,14,1247
1098,1,2,95,511
512,1,6,501,998
403,1,3,480,189
582,1,8,705,996
529,1,6,607,835
1533,1,6,159,876
607,1,6,529,256
607,2,186,479,467
640,1,6,418,398
640,3,1700,855,85
495,1,2,142,164
673,1,5,1407,1197
673,2,26,693,1219
673,3,592,693,1623
705,1,8,483,992
1119,1,6,276,577
50,1,1,142,1106
50,3,193,89,592
652,1,6,59,779
652,3,56,473,407
498,1,1,495,608
498,3,861,483,608
175,1,6,318,630
175,3,592,693,1407
855,1,4,89,268
855,3,1700,640,1134
178,1,6,529,743
134,1,6,83,444
485,1,6,724,186
485,2,144,132,632
485,3,456,487,845
20,1,6,97,24
20,3,77,634,863
89,1,9,176,947
89,3,193,79,967
132,1,1,495,642
132,2,144,485,1621
13,1,2,378,231
13,2,15,517,925
99,1,12,961,870
99,2,106,501,1053
419,1,2,495,489
419,2,155,142,1440
419,3,490,142,349
418,1,12,99,1096
418,2,85,83,679
656,1,6,216,477
14,1,6,596,616
95,1,2,459,1387
95,3,96,196,1246
517,1,2,778,129
517,2,15,13,826
517,3,531,514,1606
276,1,6,509,1210
432,1,12,419,827
432,2,103,501,1623
443,1,6,20,799
443,2,186,479,94
961,1,6,647,74
724,1,6,378,252
631,1,6,652,75
318,1,6,961,456
159,1,7,479,1469
159,3,552,693,125
176,1,1,132,856
176,2,98,96,1545
483,1,6,607,672
483,3,861,525,151
459,1,2,142,182
191,1,6,100,352
520,1,6,1119,764
1439,1,8,59,1104
526,1,1,520,1090
526,2,386,487,1393
657,1,6,582,1204
634,3,77,20,1443
509,1,6,1119,13
509,3,697,212,148
694,1,6,582,482
479,1,8,724,203
479,2,186,480,1661
97,1,6,778,271
212,1,6,607,1235
212,3,697,509,680
525,1,7,493,799
525,3,861,498,1300
1401,1,6,20,1080
1018,1,2,13,982
1018,3,60,16,1360
778,1,8,20,1010
487,1,8,724,1518
487,2,386,526,1310
487,3,456,485,727
196,1,6,378,1555
196,3,96,95,474
493,1,5,640,417
501,1,6,30,1483
501,2,103,432,1408
647,1,6,961,495
135,1,1,1,392
473,1,1,132,1416
473,3,56,652,833
96,1,3,647,1103
96,2,98,176,336
30,1,6,640,1664
59,1,7,480,967
16,1,2,378,506
16,3,60,1018,612
693,1,6,1018,1460
693,2,26,673,405
693,3,592,175,846
596,1,6,1439,535
596,2,450,588,826
1407,1,6,134,1482
1407,3,1587,693,61
94,1,2,216,896
94,3,336,693,408
142,1,1,526,342
142,2,155,139,202
142,3,490,139,306
588,1,0,473,74
588,2,450,596,695
588,3,496,142,638
139,1,10,132,1332
139,2,155,419,1595
139,3,490,419,806
228,1,3,1407,887
514,1,8,705,600
514,2,15,13,496
514,3,530,517,1376
1400,1,8,512,598
1,1,1,498,507
133,1,6,318,1190
133,2,144,485,803
100,1,6,485,1451
286,1,6,631,681
286,3,149,58,130
340,1,6,745,1419
340,2,286,1143,223
340,3,290,79,992
304,1,6,521,1502
304,2,260,500,1068
304,3,913,500,786
874,1,6,81,959
337,1,6,127,1182
337,3,988,1071,1344
285,1,6,523,230
127,1,6,47,746
127,2,138,187,426
127,3,282,187,597
256,1,8,482,1649
293,1,5,525,501
293,3,282,187,509
253,1,6,134,505
1007,1,2,408,1464
1353,1,6,1158,1676
100,1,6,507,263
100,2,82,81,388
100,3,357,940,31
276,1,6,429,16
276,3,702,528,1113
1010,1,6,511,675
1010,3,46,12,247
1097,1,2,153,1682
919,1,9,429,208
919,2,179,171,1439
919,3,582,171,258
1012,1,13,435,301
1129,1,6,483,1147
257,1,2,663,1400
257,3,111,79,411
473,1,1,480,1294
533,1,6,650,603
1008,1,6,253,233
290,1,2,408,939
290,3,537,153,946
250,1,1,455,1257
250,3,25,240,1103
455,1,1,240,1558
455,2,27,128,1197
455,3,92,128,670
24,1,2,502,1103
24,2,27,455,483
24,3,92,455,889
458,1,6,961,1157
458,3,315,305,1380
235,1,2,208,983
235,2,49,47,65
235,3,659,200,386
480,1,1,240,440
480,2,186,603,1592
480,3,1331,659,646
945,1,2,235,1471
945,2,515,705,1476
945,3,1331,480,602
23,1,6,200,637
23,2,26,693,1197
357,1,6,286,1321
173,1,10,132,788
173,2,181,209,739
427,1,6,425,968
427,3,1205,448,1375
656,1,6,663,1301
656,3,1349,484,399
12,1,6,114,388
12,3,46,1010,955
523,1,6,511,1071
523,3,294,435,1033
479,1,7,484,224
479,2,186,480,671
479,3,477,136,1421
705,1,2,433,1624
705,2,515,965,1186
134,1,6,529,1051
194,1,2,425,614
194,2,190,435,549
194,3,295,81,1374
175,1,6,1129,1188
175,2,9,168,1527
175,3,592,693,972
160,1,6,1353,1089
160,3,282,293,1100
1021,1,2,131,713
488,1,6,650,562
520,1,1,2,1416
606,1,6,304,1056
1128,1,13,143,111
187,1,6,529,1034
187,2,138,127,507
187,3,531,514,191
482,1,8,276,204
482,3,553,160,590
56,1,6,865,1072
48,1,6,136,685
209,1,2,745,1099
209,2,181,173,558
89,1,9,671,1305
89,2,91,183,1280
89,3,193,79,620
79,1,6,197,1283
79,3,193,89,782
511,1,1,1066,390
511,2,192,199,1232
511,3,657,526,1014
58,1,6,12,988
58,3,149,286,288
114,1,6,92,1588
87,1,6,23,813
87,3,315,458,314
498,1,1,520,1436
498,2,385,1456,1091
498,3,861,483,769
461,1,2,705,438
461,3,1198,425,1485
659,1,2,1069,360
659,2,151,604,1360
659,3,1331,945,1218
201,1,2,194,834
47,1,6,874,472
47,2,49,403,143
47,3,180,293,284
153,1,2,47,1573
153,3,536,305,1235
429,1,6,304,622
429,3,713,568,1376
483,1,6,100,1578
483,3,478,136,252
81,1,2,433,706
81,2,83,100,1223
81,3,294,435,521
654,1,6,357,227
654,3,1392,504,649
238,1,5,693,417
238,2,83,81,931
238,3,416,276,254
168,1,2,497,990
168,2,9,175,64
168,3,534,290,1029
657,1,9,919,1676
657,2,100,98,1452
657,3,1742,1010,1422
98,1,5,631,1286
98,2,100,657,667
732,1,2,211,720
732,3,536,865,1276
604,1,2,1012,245
604,2,151,136,254
128,1,5,523,333
128,2,27,24,224
128,3,92,24,844
1069,1,2,715,1281
1069,2,730,1495,245
1069,3,141,37,787
504,1,5,160,895
504,3,1392,654,741
197,1,6,429,433
197,3,650,435,771
208,1,2,428,298
208,3,248,503,1404
136,1,2,93,1412
136,2,151,604,1610
136,3,478,483,831
199,1,6,606,1413
199,2,192,511,167
199,3,656,511,720
484,1,7,160,456
484,2,385,1456,29
484,3,1349,656,1510
1506,1,6,526,1203
433,1,2,732,501
433,2,353,940,947
433,3,329,92,1130
428,1,2,93,1128
428,2,344,663,712
183,1,9,671,9
183,2,91,89,1184
183,3,16,732,843
180,1,6,114,423
180,2,138,187,1336
180,3,438,187,936
30,1,6,136,801
30,3,114,1121,164
32,1,17,1065,649
514,1,8,1097,510
514,2,15,152,194
514,3,530,502,1135
661,1,6,127,848
408,1,2,171,1629
408,2,176,169,1544
408,3,576,169,1504
435,1,6,488,513
435,2,190,194,982
435,3,643,503,820
144,1,3,504,1545
144,3,25,250,714
1158,1,6,485,801
1158,3,2759,1462,1143
447,1,15,200,52
1495,1,8,631,1459
1495,2,730,1069,381
1495,3,2585,1069,1074
497,1,10,143,835
497,2,391,525,1636
497,3,558,498,352
92,1,8,285,112
92,3,183,47,335
503,1,6,30,473
503,3,643,435,1643
693,1,6,12,379
693,2,26,23,477
693,3,592,175,1473
1121,1,6,194,1573
1121,3,114,30,663
671,1,6,1158,412
811,1,6,435,364
500,1,10,473,897
500,2,260,304,1614
500,3,913,304,764
745,1,2,47,97
367,1,2,152,340
525,1,5,522,1331
525,2,391,497,924
525,3,861,483,1598
135,1,1,473,419
135,2,150,200,241
526,1,6,1158,1656
526,3,657,511,95
443,1,6,253,1288
443,2,186,479,813
1065,1,14,940,819
664,1,6,533,1336
1131,1,4,24,1099
1131,3,1154,1495,107
507,1,6,187,444
507,3,443,180,275
1524,1,6,528,476
425,1,6,429,549
425,3,188,81,1120
131,1,2,128,526
131,3,456,965,1381
965,1,2,408,827
965,2,515,705,253
965,3,456,131,1161
152,1,2,211,590
152,2,15,502,508
152,3,530,502,549
529,1,6,656,263
200,1,6,1012,637
200,2,150,135,767
200,3,659,235,94
211,1,6,488,163
521,1,6,522,502
521,3,592,693,1124
502,1,2,131,654
502,2,15,514,906
502,3,530,514,886
954,1,17,32,1486
132,1,10,497,1290
132,2,144,485,583
663,1,6,337,701
663,2,344,428,1414
663,3,1389,503,1555
568,1,5,79,953
568,3,330,92,1639
143,1,6,429,396
1066,1,1,568,856
485,1,6,23,413
485,2,144,132,901
485,3,456,945,266
715,1,2,482,43
959,1,2,705,1085
959,2,660,1428,557
959,3,799,250,1455
2,1,1,473,1506
2,3,4,235,47
961,1,13,1010,997
675,1,12,919,11
1286,1,2,114,857
1118,1,2,128,329
1118,3,1228,435,922
940,1,2,201,982
940,2,353,433,91
940,3,357,100,872
403,1,1,135,953
403,2,49,47,558
403,3,659,235,10
1428,1,6,1506,751
1428,2,660,959,540
1456,1,1,520,1192
1456,2,385,484,219
1456,3,1378,498,893
674,1,12,173,63
240,1,2,209,748
240,3,25,250,1542
1462,1,5,171,1316
1462,3,2759,1158,1211
1411,1,2,659,375
448,1,15,201,179
448,3,1205,427,317
1535,1,6,23,719
1071,1,2,211,1615
1071,3,988,337,130
631,1,6,211,1051
528,1,6,143,141
528,3,702,276,560
1252,1,6,654,1531
305,1,6,1097,637
305,2,47,865,764
305,3,16,732,1077
171,1,5,631,93
171,2,179,919,964
171,3,582,919,1225
522,1,6,1506,1087
865,1,6,1535,1470
865,2,47,305,1180
865,3,536,732,1215
37,1,6,160,1056
37,3,141,1069,1040
93,1,2,240,287
1143,1,5,100,1643
1143,2,286,340,843
603,1,4,661,1628
603,2,186,479,349
603,3,477,479,192
169,1,2,745,883
169,2,176,408,1471
169,3,576,408,78
650,1,6,48,719
268,1,6,56,145
268,2,44,42,1158
268,3,786,246,850
333,1,6,182,1670
7,1,9,195,1013
7,2,9,168,1427
7,3,25,144,188
101,1,1,151,474
195,1,3,583,1589
195,2,98,96,1500
195,3,342,96,1158
531,1,6,1129,487
127,1,6,333,1021
127,2,138,217,1268
127,3,282,293,1513
1198,1,6,488,230
919,1,9,250,1506
1115,1,6,511,362
113,1,6,558,345
113,3,227,1240,1456
191,1,16,532,789
191,2,188,357,1544
191,3,635,561,750
168,1,12,68,598
168,2,9,7,914
168,3,534,153,397
318,1,6,187,890
318,2,84,82,1627
318,3,149,39,1216
181,1,12,496,631
181,3,193,79,777
153,1,2,123,1045
153,3,535,385,508
55,1,6,194,784
56,1,5,558,875
56,3,12,298,1433
144,1,4,581,1294
144,2,158,265,639
144,3,25,250,662
508,1,6,277,901
508,2,188,191,816
508,3,204,53,10
357,1,6,561,1379
357,2,188,508,936
32,1,2,246,453
180,1,6,642,1007
180,2,138,187,285
180,3,443,127,1169
223,1,6,501,1484
223,3,730,295,255
175,1,6,79,1130
175,2,9,168,453
175,3,592,273,402
211,1,6,1187,90
211,2,125,198,1103
8,1,6,64,478
50,1,12,123,1501
50,3,192,181,1663
474,1,2,47,1253
474,2,150,135,633
474,3,673,205,241
969,1,2,854,701
969,2,117,102,1293
969,3,366,102,47
588,1,0,102,575
488,1,6,8,609
718,1,17,32,1527
209,1,2,202,963
209,2,181,655,1283
64,1,6,463,89
64,3,207,107,1012
194,1,6,1115,1165
194,2,190,435,1387
194,3,643,435,578
172,1,1,2,207
172,3,193,79,1646
116,1,8,13,779
116,3,301,83,644
183,1,9,230,1190
183,2,91,89,837
183,3,16,176,514
98,1,6,190,135
98,3,271,258,734
83,1,6,593,797
83,2,85,561,974
83,3,301,116,1451
135,1,1,50,789
135,2,150,200,341
173,1,1,2,1071
173,2,181,209,935
173,3,326,91,812
136,1,6,357,1484
136,2,151,659,281
136,3,477,496,994
1019,1,5,127,177
1019,2,258,298,1251
659,1,5,1129,409
659,2,151,496,348
847,1,6,20,1617
320,1,6,83,1657
11,1,6,1143,25
198,1,6,526,1199
198,2,125,211,1485
655,1,6,532,1461
655,2,181,173,1183
432,1,10,99,118
432,2,103,99,328
558,1,5,92,1452
558,2,135,854,618
174,1,1,250,223
174,2,84,82,948
174,3,193,89,91
205,1,6,1143,1376
205,3,673,474,1456
47,1,6,655,833
47,2,49,231,1410
47,3,183,92,1604
69,1,2,4,321
69,2,68,258,348
69,3,0,1,1407
176,1,3,68,1283
176,2,98,195,417
176,3,16,183,415
520,1,6,295,1618
520,3,299,82,804
96,1,9,919,1376
96,2,98,176,1080
96,3,342,195,235
435,1,13,205,49
435,2,190,194,917
435,3,643,194,364
593,1,6,224,747
844,1,5,1018,1616
208,1,2,1115,1607
496,1,12,173,1326
496,2,151,136,1556
496,3,477,603,1645
514,1,2,42,1135
514,2,15,13,1087
514,3,531,187,813
42,1,2,4,1596
42,2,44,268,368
603,1,4,144,934
603,3,477,136,118
129,1,8,1129,377
298,1,3,295,931
298,2,258,1019,312
298,3,416,238,654
1007,1,2,854,1103
1143,1,5,4,1464
1129,1,6,53,1175
246,1,6,295,871
246,2,44,268,249
246,3,788,268,398
1187,1,6,663,1279
1097,1,6,381,996
475,1,6,318,266
1,1,2,69,227
1,3,0,69,1289
1537,1,2,1018,1386
1537,3,1099,381,1679
93,1,2,8,1401
224,1,6,1240,826
515,1,6,194,624
515,2,56,684,916
117,1,3,50,914
117,3,415,530,1325
13,1,12,463,533
13,2,15,514,515
1014,1,2,230,145
410,1,2,1018,473
410,3,665,202,1098
20,1,6,663,983
258,1,6,847,1013
258,2,68,69,948
258,3,271,98,1378
744,1,4,82,1294
744,2,430,559,1199
744,3,944,318,787
295,1,3,774,1512
295,3,730,223,920
1199,1,2,224,608
123,1,2,1118,751
123,2,135,854,569
250,1,1,520,1041
250,3,25,144,1177
532,1,6,1143,1414
293,1,5,566,555
293,3,282,273,1653
107,1,6,69,545
107,3,207,64,852
324,1,4,265,526
324,3,183,47,1058
277,1,6,475,390
277,3,296,82,330
1011,1,2,32,882
1128,1,13,293,1175
473,1,1,117,1609
473,2,93,91,230
109,1,2,969,1024
222,1,9,89,1600
1012,1,2,430,733
455,1,3,226,1257
273,1,6,744,3
273,3,592,182,679
1538,1,6,508,379
248,1,2,410,458
248,3,794,642,1556
1008,1,6,180,89
10,1,6,488,271
151,1,2,385,1276
184,1,2,1118,1038
854,1,2,32,219
854,2,135,558,1177
200,1,6,1538,1076
200,2,150,474,1538
200,3,367,102,1347
448,1,15,436,1332
217,1,15,436,1672
217,2,138,127,928
217,3,711,583,377
447,1,15,444,403
218,1,5,293,702
218,2,26,182,1148
218,3,592,187,739
436,1,2,663,1205
53,1,6,1538,368
53,3,67,218,1481
559,1,6,175,625
559,2,430,744,1672
559,3,196,581,280
774,1,6,107,1091
774,3,747,231,140
773,1,4,7,1391
444,1,15,773,160
561,1,6,107,604
561,2,85,190,1367
561,3,592,187,128
1118,1,2,47,165
1118,3,1228,435,1117
202,1,8,399,352
202,3,665,410,261
430,1,2,1118,590
663,1,6,92,758
663,2,344,428,1441
663,3,562,474,699
367,1,8,514,997
238,1,5,53,1471
238,2,83,518,868
238,3,416,298,1438
516,1,2,430,931
789,1,2,516,451
210,1,3,399,754
210,2,84,318,485
210,3,415,265,810
4,1,2,789,173
4,3,12,56,272
399,1,3,431,115
399,3,799,250,588
381,1,8,268,1421
381,3,1099,1537,1534
414,1,2,474,867
414,3,925,511,1235
428,1,6,39,1243
428,2,344,663,147
182,1,5,558,415
182,2,26,218,690
182,3,592,561,1636
89,1,4,773,1003
89,2,91,183,106
89,3,193,172,865
22,1,6,515,2
39,1,6,273,152
39,3,67,53,1673
187,1,6,47,482
187,2,138,217,334
187,3,282,127,230
511,1,6,11,680
511,3,657,526,1418
265,1,3,233,294
265,2,158,144,1202
265,3,296,82,179
79,1,3,172,666
79,2,80,233,512
79,3,193,181,580
92,1,6,258,540
92,2,34,31,501
92,3,183,324,1553
33,1,3,250,179
33,3,127,566,405
82,1,1,265,1020
82,2,84,210,734
82,3,296,582,524
583,1,3,96,957
583,3,67,218,1656
68,1,12,101,1515
403,1,3,195,1405
403,2,49,47,746
403,3,659,200,1519
684,1,6,206,424
684,2,56,515,1038
684,3,598,203,21
530,1,1,526,1274
530,3,415,210,251
190,1,6,224,104
190,2,85,561,199
190,3,631,561,999
431,1,1,210,1512
431,3,415,530,1269
526,1,6,435,1587
526,3,657,511,616
385,1,3,206,256
385,2,98,96,507
385,3,535,153,1328
188,1,6,273,1228
188,2,150,200,1309
518,1,6,844,1071
518,2,83,238,1438
233,1,3,198,991
233,2,80,79,1595
231,1,3,1187,863
231,2,49,47,1613
231,3,747,774,1113
230,1,2,248,270
230,3,741,227,440
566,1,5,1538,623
566,3,127,33,264
679,1,12,202,809
679,3,342,195,1650
227,1,9,258,759
227,3,742,230,273
2,1,4,773,761
226,1,3,298,905
226,3,25,250,1291
513,1,4,324,428
31,1,3,117,690
31,2,34,92,819
31,3,13,4,1336
203,1,6,642,490
203,3,598,684,420
943,1,4,603,745
943,3,1874,774,1220
581,1,6,1187,1236
581,3,196,559,663
642,1,4,603,1010
642,3,794,248,144
206,1,6,268,1331
582,1,6,69,342
582,3,296,82,907
52,1,2,516,1344
1018,1,6,532,1254
1018,3,125,33,1155
463,1,6,1008,1553
580,1,6,56,364
61,1,6,559,361
61,3,232,943,1482
189,1,0,151,1351
501,1,6,136,1
501,2,106,432,1027
1240,1,6,559,151
1240,3,227,113,1254
99,1,12,173,977
99,2,103,432,662
102,1,2,410,962
102,2,117,969,915
102,3,366,969,1022
91,1,12,496,1038
91,2,93,473,40
91,3,326,173,964
302,1,5,518,1056
127,1,6,239,1482
127,2,138,187,1152
127,3,282,187,55
100,1,6,1119,1002
100,2,83,518,831
591,1,6,602,265
109,1,2,1147,651
50,1,3,471,251
50,3,193,300,699
475,1,6,1121,385
181,1,3,300,793
181,3,194,172,1029
847,1,6,656,932
1007,1,2,47,451
1007,3,1165,411,431
1,1,1,168,874
1,3,0,69,575
275,1,6,58,440
275,3,519,558,60
249,1,2,283,1016
249,3,322,90,667
845,1,6,498,976
124,1,6,47,1321
111,1,17,847,586
111,2,125,1147,1066
285,1,8,1451,506
257,1,2,1203,1464
257,2,6,4,1547
257,3,104,301,1521
471,1,6,58,408
926,1,2,238,1277
283,1,6,503,505
151,1,2,131,1220
25,1,2,835,983
25,2,28,197,1486
25,3,98,792,220
410,1,2,969,809
410,3,665,202,339
240,1,0,1,991
301,1,2,109,421
301,2,6,4,1626
301,3,111,257,1187
300,1,1,568,1101
300,2,56,684,1019
300,3,193,172,1016
187,1,6,503,1502
187,2,138,127,197
187,3,282,160,899
204,1,2,477,1371
204,2,68,69,922
204,3,671,1119,263
836,1,2,25,914
836,3,1389,663,1424
134,1,6,100,768
485,1,21,835,910
485,2,144,478,694
485,3,456,965,163
490,1,7,160,1331
490,2,186,1451,80
490,3,1331,489,413
234,1,6,684,184
234,2,84,423,1155
234,3,644,194,1573
602,1,6,69,181
602,2,458,610,722
602,3,1609,705,1085
524,1,6,66,128
709,1,2,378,759
657,1,9,179,102
657,2,100,98,1386
489,1,8,955,1412
489,2,186,480,743
489,3,478,136,658
487,1,2,732,506
487,2,386,526,118
487,3,456,274,237
174,1,1,234,1207
174,2,84,423,1164
174,3,193,300,535
615,1,4,98,1135
615,2,186,185,1485
194,1,2,663,553
194,2,190,435,808
194,3,294,81,240
481,1,6,503,1162
481,2,240,486,272
481,3,1339,663,1612
23,1,6,71,636
23,2,26,182,1117
493,1,2,705,1540
493,3,1366,613,702
42,1,2,136,1217
172,1,12,588,885
172,3,192,181,1005
182,1,6,618,1504
182,2,26,693,142
182,3,592,521,259
480,1,1,82,717
480,2,186,489,1271
480,3,1331,478,1096
520,1,6,498,976
520,3,299,82,1408
656,1,7,591,153
656,3,1349,484,948
705,1,2,835,446
705,2,515,965,1603
705,3,1609,602,289
427,1,6,618,645
427,3,1205,608,1172
507,1,6,69,1204
507,2,389,492,1210
507,3,466,133,72
612,1,12,1050,535
612,2,151,604,417
612,3,1641,835,1300
496,1,6,194,609
496,2,151,604,1521
496,3,477,136,596
835,1,2,926,241
835,2,584,1203,281
835,3,2097,1203,105
1050,1,6,507,560
1050,3,1350,485,986
558,1,5,238,409
558,3,519,275,1116
478,1,2,1041,860
478,2,144,133,530
478,3,477,136,623
98,1,4,654,1527
98,2,100,657,991
607,1,6,1119,168
607,2,186,480,1361
607,3,1623,1451,710
588,1,10,420,47
514,1,2,497,991
514,2,15,152,667
514,3,531,152,938
616,1,15,109,13
87,1,6,527,1474
87,3,316,527,285
506,1,6,197,472
506,3,1363,492,1054
521,1,6,736,94
521,3,592,182,903
491,1,1,568,470
491,2,384,483,388
491,3,478,136,888
429,1,6,179,1379
429,3,713,568,1387
4,1,2,497,1073
4,2,6,301,1119
4,3,12,56,140
1147,1,2,152,809
1147,2,125,211,1188
238,1,2,136,1630
238,2,83,518,438
604,1,2,208,520
604,2,151,612,676
654,1,6,178,62
654,3,1392,504,975
494,1,2,969,693
494,2,391,497,273
494,3,1091,378,1653
686,1,6,612,1644
686,2,194,371,1183
686,3,598,371,773
185,1,7,654,984
185,2,186,489,1680
168,1,1,132,334
168,2,168,154,587
168,3,538,154,58
79,1,3,50,794
79,3,193,300,775
497,1,2,239,1553
497,2,391,494,183
497,3,1331,478,78
179,1,6,79,1283
179,2,150,474,832
519,1,6,693,1033
519,2,385,484,937
519,3,861,274,136
1121,1,6,526,230
414,1,2,478,181
197,1,6,656,111
197,2,28,25,1290
197,3,650,435,1153
605,1,6,435,174
605,2,458,602,81
605,3,460,132,601
467,1,6,607,110
467,3,592,693,284
584,1,6,79,769
483,1,8,59,1253
483,2,384,491,533
483,3,861,484,1680
474,1,2,969,937
474,2,150,179,1598
474,3,562,663,1474
479,1,8,1203,1059
479,2,186,603,1631
479,3,1333,618,790
8,1,10,132,1605
178,1,6,631,399
178,3,602,969,1426
969,1,2,81,244
969,3,602,178,533
482,1,8,275,1324
482,2,240,486,27
482,3,553,630,797
367,1,8,285,145
56,1,6,558,195
56,3,214,90,641
527,1,6,656,1386
527,2,406,736,1185
527,3,316,87,1652
133,1,8,483,269
133,2,143,132,759
133,3,464,496,582
498,1,6,524,720
498,2,385,484,122
498,3,558,497,938
531,1,6,134,680
603,1,7,479,1079
603,2,186,607,1458
603,3,477,136,1587
492,1,6,187,1175
492,2,389,507,721
492,3,1365,499,489
486,1,2,378,333
486,2,240,481,335
486,3,861,274,200
47,1,6,160,324
47,2,49,420,70
47,3,183,1098,113
81,1,6,124,352
81,2,83,100,1540
81,3,294,499,1295
610,1,8,428,1308
610,2,458,605,606
610,3,1610,602,647
419,1,2,478,730
419,2,155,1444,1308
419,3,499,143,762
430,1,11,483,160
173,1,10,301,73
173,2,181,209,586
143,1,6,127,1035
143,3,499,419,599
663,1,6,429,1093
663,2,344,428,528
663,3,1389,836,846
209,1,2,494,626
209,2,181,173,79
484,1,7,302,943
484,2,385,498,1428
484,3,1349,656,471
435,1,6,64,1498
435,2,190,194,741
435,3,643,194,1011
518,1,6,591,901
518,2,82,100,153
518,3,220,58,274
1098,1,2,836,1407
1098,3,183,47,1121
59,1,6,531,687
923,1,6,79,1022
64,1,5,187,1148
64,3,188,81,174
404,1,10,584,664
404,2,327,501,159
404,3,1152,497,758
526,1,1,520,143
526,2,386,487,1482
154,1,2,411,359
154,2,168,168,1004
154,3,534,168,660
488,1,6,435,1307
69,1,2,1098,276
69,2,68,204,472
69,3,0,1,654
630,1,1,1,38
630,2,142,131,311
630,3,553,160,1462
208,1,2,965,699
208,3,248,66,451
211,1,2,482,510
211,2,125,1147,128
423,1,10,378,1172
423,2,84,82,55
428,1,6,1119,294
428,2,344,663,339
631,1,6,845,266
631,2,430,559,524
191,1,6,605,141
196,1,6,416,824
196,3,96,25,419
671,1,6,489,1402
1451,1,8,371,1226
1451,2,186,615,1566
1451,3,1623,607,2
132,1,10,378,1659
132,2,144,478,869
132,3,460,605,674
1203,1,2,47,286
1203,2,584,835,1017
1203,3,1641,835,452
202,1,8,955,1481
202,3,665,410,1263
955,1,6,124,490
955,3,647,196,1030
965,1,2,835,358
965,2,515,705,381
965,3,456,487,1393
152,1,2,836,544
152,2,15,792,946
152,3,531,514,164
136,1,2,478,847
136,2,151,604,428
136,3,477,603,211
58,1,6,709,102
58,3,220,518,1226
378,1,6,194,834
378,3,1091,494,987
503,1,2,1147,295
503,3,248,66,1161
131,1,6,631,404
131,2,142,630,252
131,3,456,487,1145
684,1,6,527,1254
684,2,56,300,1215
684,3,14,4,480
568,1,5,558,1299
568,3,145,66,519
501,1,10,99,384
501,2,330,404,922
642,1,6,285,294
642,3,794,792,1230
504,1,3,630,908
504,3,1392,654,1350
99,1,12,612,95
99,2,103,404,1107
608,1,8,371,1672
608,2,186,603,152
608,3,1345,483,337
732,1,2,926,686
732,3,536,153,1392
499,1,6,483,743
499,3,1365,492,1071
1286,1,2,197,839
160,1,5,79,812
160,3,282,187,89
477,1,2,208,265
477,3,15,4,900
239,1,2,835,986
239,3,643,503,1648
517,1,2,249,129
517,2,15,152,133
517,3,530,514,1325
82,1,9,429,339
82,2,84,174,985
82,3,299,520,83
416,1,6,489,1362
416,2,155,1444,135
693,1,6,131,912
693,2,26,23,833
693,3,592,467,194
699,1,8,604,1036
699,3,45,518,1494
613,1,2,211,1157
613,3,1366,493,458
71,1,6,194,1416
792,1,5,160,1564
